CustomerID,Age,Gender,IncomeBand,Province,TenureMonths,Churn
1065,67,Male,Medium,Mpumalanga,83,1
1066,38,Male,Low,KwaZulu-Natal,16,1
1067,65,Female,Medium,Western Cape,101,0
1068,36,Female,Medium,Eastern Cape,56,0
1069,53,Female,High,North West,94,1
1070,60,Male,High,Eastern Cape,119,1
1071,30,Female,Low,Gauteng,101,1
1072,20,Female,Medium,Northern Cape,64,1
1073,61,Male,Low,Eastern Cape,96,0
1074,22,Male,Low,Gauteng,88,0
1075,39,Female,Medium,North West,51,1
1076,56,Female,High,KwaZulu-Natal,1,0
1077,58,Female,Medium,Free State,67,0
1078,27,Male,Medium,Gauteng,85,0
1079,50,Female,High,Limpopo,8,1
1080,56,Female,High,Western Cape,105,0
1081,30,Male,High,KwaZulu-Natal,22,0
1082,44,Female,Low,Northern Cape,110,0
1083,70,Female,High,Limpopo,11,0
1084,27,Female,Medium,Mpumalanga,119,1
1085,57,Female,Low,Free State,90,0
1086,70,Female,Low,Gauteng,46,0
1087,50,Female,Low,KwaZulu-Natal,34,0
1088,47,Female,Low,Western Cape,101,0
1089,46,Female,Low,Northern Cape,101,1
1090,52,Female,Low,Northern Cape,85,0
1091,30,Female,Low,Gauteng,51,0
1092,55,Female,Low,Limpopo,44,1
1093,37,Female,Low,Northern Cape,86,0
1094,57,Male,Low,Western Cape,4,0
1095,19,Female,Medium,Mpumalanga,3,0
1096,45,Female,High,Eastern Cape,45,0
1097,63,Female,Medium,Northern Cape,26,0
1098,73,Male,Medium,North West,27,0
1099,50,Male,Medium,KwaZulu-Natal,4,1
1100,68,Male,Medium,KwaZulu-Natal,93,0
1101,45,Male,Medium,Free State,73,1
1102,32,Male,Medium,Eastern Cape,109,0
1103,39,Female,Medium,KwaZulu-Natal,101,1
1104,40,Male,Low,KwaZulu-Natal,18,0
1105,48,Female,Medium,Western Cape,14,0
1106,50,Female,High,Western Cape,95,1
1107,40,Male,Medium,North West,18,0
1108,57,Female,Low,Gauteng,8,0
1109,25,Female,Low,Gauteng,101,0
1110,26,Male,Low,Gauteng,73,0
1111,39,Male,Medium,Gauteng,68,0
1112,35,Female,High,Free State,78,0
1113,48,Female,High,Mpumalanga,72,1
1114,69,Female,Medium,KwaZulu-Natal,110,0
1115,51,Male,Medium,Limpopo,76,0
1116,54,Male,Low,Limpopo,71,0
1117,64,Female,Low,KwaZulu-Natal,23,0
1118,70,Male,High,Gauteng,83,0
1119,65,Male,High,Limpopo,82,1
1120,43,Female,Medium,Gauteng,42,0
1121,43,Female,Medium,Limpopo,30,0
1122,28,Male,Low,Western Cape,78,0
1123,38,Male,Medium,North West,77,0
1124,51,Female,Medium,Northern Cape,108,1
1125,69,Female,Medium,Mpumalanga,88,0
1126,71,Male,Low,Western Cape,36,1
1127,24,Male,Medium,KwaZulu-Natal,34,0
1128,73,Female,Low,Northern Cape,7,0
1129,64,Female,High,Limpopo,9,0
1130,56,Male,Low,Eastern Cape,85,0
1131,37,Female,Medium,Northern Cape,82,0
1132,34,Male,Medium,KwaZulu-Natal,63,0
1133,24,Female,Medium,Free State,105,1
1134,42,Male,Low,Free State,89,1
1135,47,Female,Medium,North West,87,0
1136,47,Male,High,KwaZulu-Natal,32,0
1137,72,Female,Medium,North West,9,1
1138,39,Female,High,Limpopo,34,0
1139,34,Female,Medium,Eastern Cape,54,0
1140,59,Female,High,Northern Cape,42,0
1141,73,Female,High,Gauteng,45,0
1142,29,Female,Medium,Eastern Cape,30,0
1143,55,Female,Low,Mpumalanga,56,0
1144,73,Male,Low,North West,53,1
1145,48,Male,Medium,Western Cape,8,0
1146,57,Female,Low,Western Cape,56,0
1147,46,Female,Medium,Mpumalanga,66,0
1148,36,Female,Low,Limpopo,94,1
1149,23,Female,Low,Western Cape,118,0
1150,48,Male,Low,KwaZulu-Natal,15,0
1151,68,Male,High,Gauteng,42,0
1152,71,Female,Medium,Eastern Cape,94,0
1153,73,Female,Low,North West,53,0
1154,50,Male,Medium,Gauteng,100,0
1155,72,Male,Low,Northern Cape,103,0
1156,52,Female,High,KwaZulu-Natal,51,1
1157,27,Female,High,Western Cape,108,0
1158,62,Male,High,KwaZulu-Natal,55,0
1159,69,Female,High,KwaZulu-Natal,115,0
1160,23,Male,Low,Free State,50,0
1161,64,Male,Low,Western Cape,41,0
1162,37,Female,High,Free State,3,0
1163,62,Female,Low,Free State,78,1
1164,44,Female,High,KwaZulu-Natal,60,0
1165,44,Male,Low,Eastern Cape,17,0
1166,56,Female,Medium,Western Cape,118,1
1167,42,Female,High,Free State,28,1
1168,28,Female,High,Mpumalanga,48,0
1169,32,Female,Low,Northern Cape,93,0
1170,58,Female,High,Western Cape,20,1
1171,40,Female,High,Gauteng,40,0
1172,55,Female,Medium,Western Cape,61,0
1173,52,Female,Low,Western Cape,89,1
1174,72,Male,Low,Limpopo,49,0
1175,46,Female,Medium,North West,54,1
1176,44,Female,Medium,KwaZulu-Natal,99,0
1177,28,Male,Medium,KwaZulu-Natal,86,0
1178,61,Male,Medium,KwaZulu-Natal,86,0
1179,63,Male,Low,North West,91,1
1180,68,Female,Medium,North West,59,0
1181,44,Female,Medium,Northern Cape,36,1
1182,43,Male,High,Eastern Cape,63,0
1183,54,Male,Low,North West,35,0
1184,42,Male,Medium,KwaZulu-Natal,73,1
1185,70,Female,Low,Limpopo,28,0
1186,37,Male,Medium,Gauteng,56,0
1187,37,Female,Medium,Free State,97,0
1188,32,Male,Medium,Gauteng,68,0
1189,61,Male,High,Northern Cape,28,0
1190,52,Female,Medium,North West,44,0
1191,58,Female,Low,Eastern Cape,105,1
1192,49,Female,Medium,Western Cape,38,0
1193,48,Male,Low,Northern Cape,2,0
1194,51,Male,Low,Eastern Cape,108,0
1195,68,Female,Medium,Mpumalanga,72,0
1196,71,Female,Low,Western Cape,61,0
1197,57,Male,Low,Western Cape,52,0
1198,49,Male,Medium,Eastern Cape,4,1
1199,72,Female,High,North West,16,0
1200,34,Female,Medium,Free State,72,1
1201,47,Female,High,Mpumalanga,17,0
1202,30,Female,Low,Western Cape,81,0
1203,54,Female,High,North West,23,0
1204,62,Female,Medium,North West,67,0
1205,50,Male,Medium,Limpopo,22,1
1206,32,Female,Medium,North West,92,1
1207,48,Female,Medium,North West,100,0
1208,73,Female,Low,Western Cape,64,0
1209,54,Female,High,Eastern Cape,61,1
1210,31,Female,Low,Eastern Cape,25,0
1211,56,Male,High,Mpumalanga,16,1
1212,65,Female,Medium,Free State,16,0
1213,62,Male,Low,North West,74,1
1214,66,Female,Medium,Free State,80,1
1215,51,Male,Medium,Mpumalanga,116,0
1216,65,Male,Medium,Gauteng,68,1
1217,38,Female,High,Free State,100,1
1218,55,Female,High,North West,92,0
1219,61,Female,Low,Western Cape,112,0
1220,63,Male,Low,Western Cape,22,1
1221,71,Male,High,Free State,18,0
1222,40,Female,Low,Gauteng,38,0
1223,19,Female,Low,Limpopo,22,0
1224,31,Male,Medium,Gauteng,18,1
1225,23,Female,High,Eastern Cape,14,0
1226,65,Male,Low,Eastern Cape,28,1
1227,40,Male,Medium,Free State,21,0
1228,53,Male,High,Western Cape,50,1
1229,21,Male,Medium,Free State,99,0
1230,63,Female,High,Northern Cape,113,0
1231,52,Female,High,Northern Cape,106,0
1232,51,Male,Medium,Northern Cape,48,0
1233,44,Male,High,Western Cape,11,0
1234,49,Female,Medium,Northern Cape,1,0
1235,64,Male,Medium,Limpopo,107,0
1236,69,Male,Medium,Western Cape,78,0
1237,65,Male,Low,Gauteng,71,0
1238,24,Female,Medium,Gauteng,6,1
1239,34,Female,Low,KwaZulu-Natal,36,0
1240,31,Male,Medium,Limpopo,92,0
1241,72,Female,Medium,Eastern Cape,62,1
1242,39,Male,High,Western Cape,29,1
1243,34,Male,High,Mpumalanga,97,0
1244,64,Female,Medium,Northern Cape,38,0
1245,28,Male,Low,Western Cape,28,0
1246,35,Female,Low,Western Cape,74,0
1247,31,Male,High,Eastern Cape,30,0
1248,69,Male,Medium,North West,16,1
1249,73,Female,Low,KwaZulu-Natal,108,0
1250,36,Female,Medium,Mpumalanga,112,1
1251,35,Female,Low,Limpopo,63,0
1252,44,Female,High,KwaZulu-Natal,31,0
1253,60,Female,Low,Limpopo,100,0
1254,25,Female,Medium,North West,88,0
1255,35,Male,Medium,Limpopo,72,0
1256,50,Male,High,Mpumalanga,20,0
1257,38,Female,Medium,KwaZulu-Natal,108,0
1258,37,Male,High,Mpumalanga,61,0
1259,52,Female,High,Gauteng,86,0
1260,18,Male,High,North West,69,0
1261,30,Female,Low,Free State,36,0
1262,70,Male,Medium,Northern Cape,3,0
1263,52,Male,High,Northern Cape,85,0
1264,44,Female,Low,Free State,75,0
1265,25,Male,High,KwaZulu-Natal,52,0
1266,36,Male,Medium,Limpopo,20,0
1267,68,Male,Medium,Mpumalanga,42,0
1268,45,Male,Medium,Eastern Cape,103,0
1269,66,Male,Low,Mpumalanga,64,1
1270,39,Female,Medium,Limpopo,31,0
1271,43,Female,Medium,Western Cape,69,0
1272,43,Male,Low,Mpumalanga,90,0
1273,18,Male,Medium,North West,13,0
1274,47,Male,Medium,Limpopo,111,0
1275,29,Female,Low,North West,71,1
1276,65,Female,High,Mpumalanga,59,0
1277,64,Male,Low,Mpumalanga,84,0
1278,71,Female,High,Limpopo,79,0
1279,26,Female,Low,Limpopo,53,1
1280,33,Female,Low,Gauteng,50,0
1281,68,Male,Low,Northern Cape,107,0
1282,28,Female,High,Eastern Cape,6,0
1283,63,Male,High,Limpopo,71,1
1284,45,Female,Low,Western Cape,76,0
1285,19,Male,Low,Northern Cape,74,1
1286,26,Female,Low,Northern Cape,78,0
1287,46,Female,High,KwaZulu-Natal,46,0
1288,44,Female,High,Free State,87,0
1289,36,Female,High,Gauteng,59,0
1290,31,Male,Medium,Limpopo,119,0
1291,30,Female,Medium,Western Cape,88,0
1292,59,Male,Low,KwaZulu-Natal,79,1
1293,58,Female,High,Gauteng,103,1
1294,38,Male,Medium,Mpumalanga,91,0
1295,42,Female,Medium,Mpumalanga,83,0
1296,32,Male,Low,Limpopo,95,0
1297,73,Female,High,Western Cape,97,1
1298,37,Male,High,Limpopo,115,0
1299,58,Male,Medium,Mpumalanga,20,0
1300,18,Male,High,Northern Cape,23,0
1301,35,Female,Low,Mpumalanga,5,0
1302,73,Male,Low,Northern Cape,78,1
1303,39,Female,Low,North West,58,1
1304,41,Male,Low,Free State,32,0
1305,47,Male,High,Limpopo,1,0
1306,37,Male,Medium,KwaZulu-Natal,42,0
1307,53,Female,Medium,Limpopo,111,0
1308,73,Female,Medium,Northern Cape,61,1
1309,70,Female,Medium,Free State,92,0
1310,72,Female,High,Mpumalanga,118,1
1311,25,Female,Medium,Free State,29,0
1312,19,Female,Low,Limpopo,33,0
1313,37,Male,Low,KwaZulu-Natal,3,0
1314,58,Male,Medium,Western Cape,98,0
1315,69,Male,High,Gauteng,118,0
1316,53,Male,Medium,Eastern Cape,69,0
1317,45,Female,Low,Eastern Cape,92,0
1318,39,Male,Medium,Northern Cape,76,0
1319,46,Male,High,Free State,44,0
1320,62,Female,Low,Mpumalanga,91,0
1321,38,Female,Low,Northern Cape,80,0
1322,51,Female,Medium,Free State,26,0
1323,18,Female,Medium,Eastern Cape,81,0
1324,45,Male,High,KwaZulu-Natal,103,0
1325,51,Female,Medium,North West,101,1
1326,27,Female,Medium,Limpopo,44,1
1327,26,Male,Low,Western Cape,21,0
1328,66,Male,Low,Free State,56,0
1329,54,Female,Medium,North West,5,1
1330,68,Female,Low,North West,5,0
1331,67,Female,Low,Western Cape,9,0
1332,66,Male,Low,Mpumalanga,99,1
1333,52,Female,Low,Mpumalanga,74,0
1334,20,Female,Medium,Eastern Cape,58,0
1335,66,Male,Low,Northern Cape,118,0
1336,36,Female,Medium,Western Cape,65,0
1337,55,Female,Low,Western Cape,31,1
1338,31,Male,High,North West,23,0
1339,40,Male,High,Free State,75,0
1340,32,Male,Low,KwaZulu-Natal,78,0
1341,24,Male,High,Free State,78,0
1342,51,Female,High,Free State,116,0
1343,40,Male,Medium,Northern Cape,58,0
1344,49,Male,Medium,Free State,67,1
1345,43,Female,Medium,Western Cape,79,1
1346,22,Male,Medium,Mpumalanga,9,0
1347,42,Female,Medium,Limpopo,48,0
1348,70,Female,High,Mpumalanga,58,0
1349,67,Male,Low,Western Cape,11,1
1350,43,Female,Low,Western Cape,41,1
1351,57,Male,Low,KwaZulu-Natal,45,0
1352,60,Male,Medium,Mpumalanga,56,0
1353,35,Male,Medium,KwaZulu-Natal,116,0
1354,53,Female,High,Limpopo,54,0
1355,44,Male,High,Gauteng,60,0
1356,39,Female,High,Northern Cape,19,0
1357,38,Female,Medium,Free State,119,0
1358,73,Male,Low,KwaZulu-Natal,102,0
1359,61,Female,High,Free State,65,1
1360,47,Female,Medium,Gauteng,115,0
1361,66,Female,Medium,Western Cape,60,0
1362,32,Female,Low,Free State,94,1
1363,70,Male,Low,Eastern Cape,57,0
1364,33,Female,Low,Free State,105,0
1365,33,Female,Low,Gauteng,110,0
1366,27,Female,Low,Free State,59,0
1367,28,Female,Medium,Free State,95,0
1368,62,Female,Low,Western Cape,107,0
1369,71,Male,Medium,North West,6,1
1370,43,Female,Low,Western Cape,78,1
1371,57,Female,High,Eastern Cape,1,0
1372,53,Male,Medium,Mpumalanga,11,0
1373,47,Male,Medium,North West,10,0
1374,27,Female,Medium,Free State,45,0
1375,28,Female,Medium,Western Cape,50,0
1376,73,Male,Medium,Western Cape,28,0
1377,57,Female,Low,Mpumalanga,46,0
1378,65,Male,Low,North West,70,0
1379,33,Female,Low,Mpumalanga,117,0
1380,44,Male,Medium,Western Cape,11,0
1381,47,Female,Low,KwaZulu-Natal,83,1
1382,62,Female,High,Eastern Cape,84,1
1383,51,Male,High,Northern Cape,66,0
1384,74,Male,Medium,KwaZulu-Natal,38,1
1385,25,Male,Low,Western Cape,100,1
1386,24,Male,Medium,North West,69,0
1387,55,Female,Low,Northern Cape,39,0
1388,42,Male,Low,North West,70,0
1389,27,Female,High,Northern Cape,118,0
1390,38,Female,Low,Free State,60,1
1391,18,Female,Low,Limpopo,9,0
1392,72,Female,Low,Limpopo,48,0
1393,32,Male,Low,Northern Cape,103,0
1394,33,Male,Medium,Gauteng,91,1
1395,48,Male,Low,Mpumalanga,111,1
1396,52,Male,High,Western Cape,61,0
1397,48,Female,Low,Eastern Cape,46,0
1398,49,Male,High,Eastern Cape,58,0
1399,66,Female,Low,Gauteng,66,1
1400,74,Female,Low,Free State,53,0
1401,72,Male,High,Limpopo,29,1
1402,52,Female,Low,Northern Cape,110,0
1403,43,Female,Low,Western Cape,60,1
1404,24,Male,High,Limpopo,76,0
1405,27,Male,Medium,Gauteng,34,0
1406,57,Male,High,KwaZulu-Natal,93,0
1407,22,Male,High,KwaZulu-Natal,109,0
1408,72,Female,Low,KwaZulu-Natal,88,0
1409,38,Male,High,Gauteng,66,1
1410,48,Male,High,Gauteng,24,0
1411,64,Female,Low,Eastern Cape,45,0
1412,56,Female,Low,North West,83,1
1413,73,Female,Medium,Gauteng,103,0
1414,66,Male,High,Gauteng,72,1
1415,62,Male,Medium,Gauteng,80,0
1416,36,Male,Medium,Northern Cape,59,0
1417,30,Female,Low,Eastern Cape,34,0
1418,61,Male,Low,Eastern Cape,31,0
1419,25,Male,Medium,Northern Cape,105,0
1420,52,Male,Medium,North West,8,1
1421,60,Male,Medium,Northern Cape,92,0
1422,49,Female,Medium,Limpopo,43,0
1423,35,Female,Low,KwaZulu-Natal,81,0
1424,34,Female,Medium,Mpumalanga,60,0
1425,28,Female,Medium,KwaZulu-Natal,19,0
1426,42,Female,Low,North West,63,1
1427,48,Male,Medium,Free State,57,1
1428,51,Male,Medium,KwaZulu-Natal,3,1
1429,22,Female,High,KwaZulu-Natal,23,1
1430,36,Female,Low,Limpopo,15,0
1431,58,Female,Low,Limpopo,28,0
1432,44,Female,Low,Gauteng,3,1
1433,73,Male,Medium,Eastern Cape,104,0
1434,56,Female,Low,Gauteng,36,0
1435,41,Male,Medium,North West,57,0
1436,70,Male,Medium,Northern Cape,52,0
1437,49,Female,Medium,Gauteng,87,0
1438,41,Male,Medium,KwaZulu-Natal,64,0
1439,66,Female,Medium,Mpumalanga,48,0
1440,30,Female,Medium,Mpumalanga,95,0
1441,28,Male,Low,Limpopo,118,1
1442,71,Female,Low,KwaZulu-Natal,27,0
1443,59,Male,Low,Mpumalanga,85,0
1444,50,Female,Low,Free State,61,1
1445,60,Male,Medium,Mpumalanga,57,0
1446,38,Male,High,Gauteng,25,0
1447,69,Female,High,KwaZulu-Natal,57,1
1448,26,Male,Medium,Northern Cape,104,0
1449,56,Female,Medium,Northern Cape,13,0
1450,44,Female,Low,North West,44,0
1451,39,Female,Low,Northern Cape,40,0
1452,50,Male,Medium,Free State,47,1
1453,64,Female,Medium,Northern Cape,80,0
1454,69,Male,Low,Eastern Cape,94,0
1455,19,Male,Low,KwaZulu-Natal,87,1
1456,59,Male,Low,KwaZulu-Natal,48,0
1457,64,Female,Medium,Limpopo,13,0
1458,20,Female,Low,Free State,102,1
1459,46,Male,Medium,KwaZulu-Natal,5,1
1460,51,Female,High,Western Cape,65,0
1461,59,Female,Low,Western Cape,21,0
1462,51,Female,Low,Eastern Cape,6,1
1463,47,Female,Medium,KwaZulu-Natal,81,0
1464,45,Female,Low,Gauteng,57,0
1465,27,Male,Low,Gauteng,105,0
1466,66,Female,Low,Limpopo,70,0
1467,42,Female,Medium,Gauteng,81,0
1468,67,Male,Low,Gauteng,20,0
1469,65,Male,High,Gauteng,71,0
1470,32,Female,Low,North West,22,0
1471,28,Male,Low,North West,25,0
1472,38,Female,Low,Mpumalanga,92,1
1473,61,Male,Low,Northern Cape,67,0
1474,39,Female,Low,Mpumalanga,58,0
1475,74,Female,Low,Mpumalanga,119,0
1476,42,Male,Low,Limpopo,96,0
1477,32,Male,Low,Mpumalanga,48,0
1478,50,Female,Low,Eastern Cape,28,1
1479,37,Male,Medium,Mpumalanga,79,1
1480,30,Male,Low,Eastern Cape,48,1
1481,66,Female,Low,Eastern Cape,4,0
1482,52,Female,Low,Gauteng,83,0
1483,46,Male,Low,Eastern Cape,71,0
1484,61,Female,Medium,KwaZulu-Natal,18,0
1485,40,Male,Low,Western Cape,57,0
1486,31,Male,Low,Western Cape,117,0
1487,54,Female,Medium,Limpopo,96,0
1488,62,Male,Low,Eastern Cape,13,0
1489,42,Female,Low,Limpopo,94,0
1490,70,Female,Low,Mpumalanga,47,1
1491,74,Male,High,Eastern Cape,109,0
1492,19,Female,Medium,North West,4,1
1493,29,Female,Low,Western Cape,109,0
1494,29,Male,Medium,Free State,48,1
1495,54,Male,Medium,Eastern Cape,66,0
1496,65,Female,Medium,Limpopo,41,0
1497,19,Female,Medium,KwaZulu-Natal,17,1
1498,34,Male,Medium,Western Cape,112,0
1499,33,Female,Low,Free State,26,1
1500,74,Male,Medium,KwaZulu-Natal,25,0
1501,72,Male,Medium,Mpumalanga,105,1
1502,34,Female,Medium,KwaZulu-Natal,35,0
1503,39,Female,Medium,Gauteng,32,1
1504,47,Male,Low,North West,84,0
1505,56,Male,High,Gauteng,17,0
1506,64,Female,Medium,Free State,81,0
1507,25,Female,Low,Gauteng,68,0
1508,49,Male,High,Free State,88,1
1509,42,Male,Low,Western Cape,7,0
1510,54,Male,Medium,Limpopo,109,0
1511,32,Male,Low,Eastern Cape,7,1
1512,32,Female,Low,Gauteng,90,0
1513,19,Male,Low,Eastern Cape,35,0
1514,62,Female,Medium,KwaZulu-Natal,81,0
1515,61,Male,Low,Northern Cape,7,0
1516,36,Male,Low,North West,112,0
1517,67,Male,Low,Eastern Cape,107,0
1518,63,Female,Medium,Northern Cape,108,0
1519,34,Female,Medium,Northern Cape,103,0
1520,48,Male,High,Western Cape,73,0
1521,39,Male,Low,KwaZulu-Natal,96,1
1522,71,Male,Low,Limpopo,111,1
1523,41,Male,Low,Free State,114,0
1524,53,Female,Medium,KwaZulu-Natal,30,0
1525,42,Female,Low,Western Cape,21,1
1526,54,Male,Medium,Free State,10,0
1527,66,Male,Medium,North West,18,0
1528,74,Female,High,Eastern Cape,82,1
1529,46,Female,Low,Limpopo,117,0
1530,52,Male,Medium,Gauteng,58,0
1531,72,Male,Medium,Free State,19,1
1532,50,Male,High,Limpopo,77,0
1533,20,Female,Medium,Gauteng,94,1
1534,61,Female,Low,Gauteng,11,1
1535,29,Female,Low,Eastern Cape,34,1
1536,34,Female,High,KwaZulu-Natal,108,0
1537,38,Male,High,KwaZulu-Natal,100,1
1538,21,Female,Medium,Limpopo,91,1
1539,69,Male,Low,Gauteng,99,0
1540,34,Female,Medium,Eastern Cape,53,0
1541,62,Male,Low,Northern Cape,18,1
1542,73,Male,Low,KwaZulu-Natal,49,0
1543,44,Male,Medium,KwaZulu-Natal,46,0
1544,55,Female,Low,North West,79,0
1545,41,Male,High,Western Cape,47,1
1546,32,Male,Low,KwaZulu-Natal,31,0
1547,48,Male,Medium,Eastern Cape,100,0
1548,69,Female,Medium,KwaZulu-Natal,36,0
1549,22,Male,Low,North West,105,0
1550,55,Female,Low,Gauteng,32,0
1551,24,Male,High,Free State,55,0
1552,20,Male,Low,KwaZulu-Natal,46,0
1553,37,Female,High,Limpopo,33,0
1554,38,Male,Low,Eastern Cape,89,0
1555,41,Male,Low,North West,63,0
1556,30,Male,Medium,Gauteng,75,0
1557,28,Male,Low,Eastern Cape,71,0
1558,51,Female,Low,Mpumalanga,60,1
1559,55,Male,Low,North West,23,0
1560,63,Male,Low,Mpumalanga,43,0
1561,36,Male,Low,Northern Cape,5,0
1562,58,Male,Medium,Eastern Cape,82,0
1563,69,Male,Low,Free State,48,0
1564,59,Female,High,Mpumalanga,24,1
1565,45,Female,Low,Gauteng,14,0
1566,37,Female,Medium,Free State,109,0
1567,38,Female,High,Free State,1,0
1568,22,Female,Low,North West,99,0
1569,33,Female,Low,KwaZulu-Natal,80,0
1570,43,Male,Medium,KwaZulu-Natal,92,0
1571,38,Male,Low,Western Cape,27,1
1572,44,Male,Low,North West,67,1
1573,70,Female,High,Eastern Cape,21,0
1574,54,Male,Medium,Eastern Cape,114,0
1575,20,Male,Low,Limpopo,102,1
1576,24,Female,High,North West,24,0
1577,73,Female,Low,Limpopo,115,0
1578,39,Male,Medium,Free State,109,0
1579,45,Female,Medium,Eastern Cape,95,0
1580,35,Female,Low,Gauteng,26,0
1581,66,Male,Medium,Eastern Cape,92,0
1582,23,Female,Low,Northern Cape,43,1
1583,62,Male,Medium,Eastern Cape,81,0
1584,29,Female,Medium,North West,34,0
1585,55,Female,Low,Gauteng,106,0
1586,60,Female,Medium,Free State,41,0
1587,72,Female,Low,Gauteng,41,1
1588,45,Female,Low,KwaZulu-Natal,80,0
1589,57,Male,Low,Free State,89,0
1590,44,Female,Low,Limpopo,11,0
1591,54,Male,High,Eastern Cape,80,1
1592,49,Male,Low,North West,41,1
1593,26,Female,Low,KwaZulu-Natal,5,0
1594,55,Male,Low,Free State,83,0
1595,50,Female,Low,Northern Cape,93,0
1596,57,Female,Medium,Gauteng,13,0
1597,32,Male,Medium,Northern Cape,21,1
1598,57,Male,Medium,Limpopo,91,1
1599,65,Male,Medium,Eastern Cape,90,1
1600,62,Female,High,Gauteng,5,1
1601,22,Male,Low,North West,83,1
1602,74,Male,Medium,Free State,38,0
1603,74,Female,Medium,Northern Cape,112,1
1604,46,Male,Low,Mpumalanga,119,0
1605,30,Female,High,Western Cape,71,0
1606,69,Female,High,Free State,95,0
1607,61,Male,Low,Mpumalanga,31,1
1608,47,Female,Medium,Free State,13,0
1609,28,Male,High,Mpumalanga,35,0
1610,73,Female,Medium,Free State,23,0
1611,66,Female,Medium,Gauteng,73,0
1612,67,Female,High,North West,72,0
1613,67,Male,High,Free State,95,1
1614,42,Male,Low,Free State,42,0
1615,58,Female,Medium,Free State,106,1
1616,29,Male,Medium,Western Cape,73,0
1617,22,Male,Medium,Northern Cape,71,1
1618,72,Female,Medium,Gauteng,25,0
1619,41,Female,Low,Western Cape,20,1
1620,41,Male,High,Western Cape,76,0
1621,43,Male,High,Free State,68,0
1622,37,Male,Medium,Limpopo,25,0
1623,72,Male,Medium,Limpopo,114,0
1624,25,Male,Medium,Limpopo,102,0
1625,74,Female,Medium,Mpumalanga,26,0
1626,61,Male,Low,KwaZulu-Natal,2,0
1627,32,Male,Medium,Limpopo,5,0
1628,41,Female,Medium,Free State,20,1
1629,38,Male,Medium,Western Cape,54,1
1630,42,Female,Medium,Gauteng,14,0
1631,74,Male,Medium,Western Cape,23,0
1632,61,Female,Medium,Free State,38,0
1633,27,Male,Medium,Mpumalanga,27,0
1634,28,Female,Medium,Mpumalanga,93,0
1635,43,Female,Medium,North West,50,0
1636,35,Male,Medium,Free State,114,0
1637,66,Male,Medium,Western Cape,67,1
1638,45,Female,Low,North West,26,0
